course_code,course_title,points_r1_2021,points_r2_2021,eos_mid_2021,test/interview_2021,points_r1_2020,points_r2_2020,eos_mid_2020,test/interview_2020,eos_mid_2019,eos_2019
LM091,Languages with concurrent Teacher Education,506,,541,,517,,543,,,
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),521,,555,,507,,531,,509 ,478 
LM093,Equine Science,367,,431,,339,,412,,381 ,338 
LM094,Materials and Architectural Technology with concurrent Teacher Education,475,,501,,440,,478,,433 ,405 
LM095,Materials and Engineering Technology with concurrent Teacher Education,425,,452,,367,,421,,409 ,358 
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),454,,488,,405,,454,,422 ,382 
LM097,Mathematics and Computer Science with concurrent Teacher Education,465,,499,,402,,509,,,
LM099,Architecture,520,,543,#,498,,532,#,473 ,#419 
LM100,Physiotherapy,613,,613,,589,,601,,577 ,565* 
LM101,Medicine  - Graduate Entry (GAMSAT required),57,,59,#,55,,57,#,57 ,#55* 
LM102,Psychology,534,,565,,509,,529,,519 ,495 
LM103,Paramedic Studies (Full B/Provisional C1 Drivers Licence),429,,455,#,392,,445,#,403 ,#313 
LM105,Exercise and Health Fitness Management,441,,473,,,,,,,
LM115,Chemical and Biochemical Engineering,476,,520,,454,,532,,520 ,456 
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),498,,544,,476,,521,,498 ,434 
LM118,Electronic and Computer Engineering,445,,487,,403,,489,,498 ,401 
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),402,,461,,351,,423,,420 ,352 
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),382,,467,,327,,401,,430 ,330 
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,498,,533,,441,,478,,455 ,412 
LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),455,,532,,437,,509,,521 ,e) 427 
LM125,Physics (Applied Physics or Mathematics and Physics),489,,577,,404,,520,,509 ,405 
LM150,General Nursing,498,487,496,,475,,498,,463 ,440* 
LM152,Mental Health Nursing,478,466,476,,419,,430,,418 ,388 
LM154,Intellectual Disability Nursing,462,443,474,,420,,473,,408 ,381* 
LM156,Midwifery,521,508,521,,469,,499,,444 ,429 
LM180,Equine Science,351,,444,,337,,440,,,
MU001,Theology and Arts,294,294,332,,290,290,349,,318 ,290 
MU002,Theology,,,411,,440,,440,,377 ,292 
MH001,Education - Primary Teaching (Froebel),564,,578,,507,,531,,520 ,496* 
MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),,,,#,,,,#,,#441* 
MH003,Early Childhood - Teaching and Learning (full-time),381,,430,,,,,,,
MH101,Arts,338,336,409,,318,,388,,369 ,316 
MH103,Music,#,,#,#,#,,#,#,367 ,# 
MH106,Psychology - 3 years,554,,555,,521,,529,,499 ,495 
MH107,Social Science,390,,440,,346,,388,,349 ,326 
MH109,Media Studies,324,,393,,316,,377,,377 ,317 
MH116,Community and Youth Work (Full-Time),#,,#,#,#,,#,#,271 ,# 
MH201,Science,401,400,456,,360,,418,,392 ,350 
MH202,Biotechnology,490,489,509,,455,,466,,446 ,429 
MH203,Biological and Geographical Sciences,451,,477,,430,,465,,,
MH204,Physics with Astrophysics,422,,499,,422,,479,,488 ,420 
MH206,Theoretical Physics and Mathematics,521,,578,,510,,533,,566 ,498 
MH207,Data Science,444,,510,,445,,520,,466 ,434 
MH208,Biological and Biomedical Sciences,543,,554,,498,,510,,476 ,451 
MH209,Psychology (through Science) - 4 years,529,,531,,498,,510,,485 ,473 
MH210,Pharmaceutical and Biomedical Chemistry,510,,532,,487,,520,,466 ,446 
MH212,Science|Maths and Computer Science|Mathematics (with Education),452,443,498,,422,,487,,476 ,444 
MH304,Engineering (Computer/Electronic/Communications),351,351,454,,333,333,444,,423 ,371 
MH305,Product Design,326,,397,,357,,409,,411 ,358 
MH306,Robotics and Intelligent Devices,362,,445,,361,,433,,424 ,361 
MH401,Finance (options),370,,418,,357,,398,,392 ,352 
MH402,Quantitative Finance,476,,521,,476,,509,,487 ,476 
MH403,Accounting and Finance,424,,473,,422,,468,,432 ,402 
MH404,Business (options),441,,473,,430,,454,,429 ,400 
MH407,Business and Accounting,423,,473,,420,,462,,420 ,401 
MH411,Entrepreneurship,378,,409,,371,,408,,388 ,358 
MH501,LLB Law - four year Single Major Law programme,507,,531,,473,,495,,476 ,451 
MH502,Law (options),465,,498,,451,,473,,442 ,410 
MH601,Computer Science through Arts (options),381,,423,,352,,403,,369 ,342 
MH602,Computer Science through Science (options),400,,444,,351,,409,,413 ,357 
MH603,Computational Thinking,520,,579,,532,,544,,543 ,520 
MH801,Early Childhood - Teaching and Learning (part-time),AQA,AQA,319,,327,,378,,358 ,347 
MH802,"Community and Youth Work (part-time, in service)",,,,#,#,#,,#,,# 
MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",,,,,#,#,,#,,# 
AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",542,533,555,,510,,544,,497 ,456* 
AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",464,452,476,,441,434,466,,433 ,400* 
AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",463,457,487,,440,440,484,,457 ,421 
AS051,"Nutrition, Food and Business Management",378,347,418,,328,317,398,,399 ,337 
AS054,Home Economics,440,419,430,,408,398,429,,401 ,387 
AS110,General Nursing,440,432,445,,419,,431,,409 ,391* 
AS130,Intellectual Disability Nursing,387,358,387,,336,328,339,,338,317 
SG101,Business,167,120,338,,160,160,336,,,
SG102,Computing (Level 6 - General Entry),254,,254,,254,,321,,,
SG131,Computing - Games Development,271,,371,,280,,378,,,
SG134,Applied Sport with Business,200,,371,,215,,337,,,
SG135,Business in Tourism with Event Management,194,AQA,328,,187,,338,,,
SG136,Computing - Software Development,279,,416,,272,,328,,,
SG137,Computing in Computer Networks and Cyber Security,262,,379,,324,,367,,,
SG138,Computing (Level 7 - General Entry),299,,425,,260,,351,,,
SG139,Business in Marketing,269,,432,,,,,,,
SG141,Business,262,,346,,261,,347,,317 ,252 
SG145,Business and ICT,279,,411,,,,,,,
SG146,Accounting,304,,403,,309,,411,,347 ,307 
SG147,Sport with Business,288,,340,,307,,367,,316 ,269 
SG148,Tourism with Event Management,298,,328,,269,,340,,282 ,246 
SG150,Business in Marketing,298,,360,,,,,,,
SG231,Fine Art,375,375,599,#,449,449,556,#,,
SG232,Creative Design,270,AQA,301,,273,,353,,,
SG235,Performing Arts (Theatre Design),205,,341,,319,,398,,,
SG236,Performing Arts (Acting),204,,390,,235,,400,,,
SG241,Performing Arts,341,,393,,328,,387,,348 ,279 
SG242,Early Childhood Care and Education,287,,368,,279,,319,,318 ,278 
SG243,Social Care Practice,309,,357,,301,,346,,338 ,297 
SG244,Fine Art,501,,643,#,505,,505,#,496 ,#355 
SG245,Creative Design,332,,357,,282,,339,,338 ,261 
SG246,Computing,316,,402,,290,,333,,368 ,295 
SG247,English and Psychology,319,,357,,309,,382,,336 ,308 
SG248,Sociology and Politics,298,,328,,281,,327,,320 ,282 
SG249,Writing and Literature,308,,409,,297,,368,,338 ,279 
SG252,Software Development,310,,413,,307,,319,,354 ,300 
SG253,Computing in Computer Networks and Cyber Security,336,,374,,324,,378,,341 ,273 
SG254,Writing and Literature Online,327,,393,,225,225,328,,,
SG255,Law and Business,291,,398,,,,,,,
SG300,Engineering (General Entry),202,163,327,,209,,296,,,
SG302,Construction Economics,174,,380,,184,,256,,,
SG308,Applied Construction Technology,199,130,252,,171,,354,,,
SG330,Engineering (General Entry),262,,416,,243,,399,,,
SG331,Interior Architecture and Design,222,,398,,236,,378,,,
SG332,Advanced Wood and Sustainable Building Technology,217,,357,,208,,338,,,
SG333,Mechanical Engineering,225,,352,,216,,347,,,
SG334,Mechatronic Engineering,290,,380,,290,,361,,,
SG335,"Engineering in Mechatronic Systems (Interview, Work Based)",#,#,0,#,,,,,,
SG336,Precision Engineering and Design,341,,445,,309,,451,,,
SG338,Civil Engineering,226,,374,,245,,443,,,
SG339,Quantity Surveying,216,,385,,195,,337,,,
SG341,General Engineering,373,,467,,,,,,,
SG342,Civil Engineering,418,,498,,415,,480,,,
SG343,Quantity Surveying,300,,385,,311,,367,,302 ,261 
SG344,Mechanical Engineering,412,,509,,,,,,,
SG346,Construction Project Management and Applied Technology,313,,362,,291,,337,,351 ,289 
SG347,Architecture,403,,462,,360,,411,,357 ,309 
SG348,Interior Architecture and Design,359,,410,,316,,368,,,
SG349,Electronics and Self Driving Technologies,,,0,,,,,,,
SG350,Robotics and Automation,384,,478,,,,,,,
SG401,Science,282,128,403,,209,209,288,,,
SG404,Environmental Science with Ecology (Level 6),388,,408,,264,264,377,,,
SG406,Health and Exercise Science,396,,520,,367,,429,,,
SG431,Pharmaceutical Science with Drug Development,287,,419,,269,,387,,,
SG433,Occupational Safety and Health,243,,367,,223,,360,,,
SG434,Human Nutrition,299,,456,,280,,420,,,
SG435,Health Science and Physiology,296,,456,,289,,409,,,
SG436,Biomedical Science,260,,509,,262,,465,,,
SG437,Forensic Investigation and Analysis,252,,413,,243,,367,,,
SG439,Environmental Science with Ecology (Level 7),253,,433,,254,,409,,,
SG442,Occupational Safety and Health,307,,360,,290,,367,,330 ,289 
SG443,Human Nutrition,376,,440,,356,,397,,419 ,357 
SG444,Science Undenominated,358,,430,,338,,420,,369 ,308 
SG445,Pharmaceutical Science with Drug Development,357,,401,,311,,367,,369 ,347 
SG447,Health Science and Physical Activity,326,,389,,328,,387,,363 ,316 
SG448,Forensic Investigation and Analysis,308,,376,,306,,368,,348 ,306 
SG449,Medical Biotechnology,315,,403,,341,,395,,352 ,329 
SG450,Environmental Science with Ecology (Level 8),310,,430,,300,,368,,,
SG530,Health and Medical Information Science (Online),387,,531,,285,285,285,,,
SG535,Business Administration,241,,320,,228,,316,,,
SG536,Business,233,,411,,223,,379,,,
TL651,Science - Biological and Environmental Studies,215,,371,,223,223,434,,,
TL652,Science - Pharmacy Technician,222,,368,,260,,348,,,
TL701,"Animation, Visual Effects and Motion Design (Level 7, portfolio)",,,0,#,228,,443,,,
TL702,"TV, Radio and New Media (Level 7)",222,,430,,243,,462,,,
TL710,Computing with Software Development,297,,399,,232,,319,,,
TL711,Computing with Games Development,238,,341,,224,,301,,,
TL715,Computing (Degree Award options),261,,402,,251,,368,,,
TL716,Computer Systems and Networking,227,,307,,269,,338,,,
TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),232,,419,,219,,399,,,
TL742,Construction Management,,,0,,,,,,,
TL744,Agricultural Engineering,220,,378,,243,,359,,,
TL745,Civil Engineering,243,243,388,,261,261,355,,,
TL747,Mechanical and Automation Engineering,254,,362,,200,,368,,,
TL748,Agricultural Science,233,,399,,249,,398,,,
TL755,Pharmaceutical Science (Degree Award options),228,,454,,261,,433,,,
TL758,Animal Bioscience,234,,409,,251,,380,,,
TL771,Health and Leisure (Degree Award Options),211,,410,,208,,370,,,
TL772,Health and Leisure with Massage,236,,409,,218,,378,,,
TL773,Coaching and Sports Performance,207,,331,,106,106,297,,,
TL774,Inclusive Sport and Physical Activity,121,121,378,,,,,,,
TL780,Early Childhood Care and Education,100,100,367,,234,,354,,,
TL781,Social Care,261,,357,,225,,318,,,
TL801,"Animation, Visual Effects and Motion Design (Level 8, portfolio)",718,,823,#,281,,349,,341 ,281 
TL802,"TV, Radio and New Media (Level 8)",322,,413,,325,,397,,356 ,306 
TL810,Computing with Software Development,308,,399,,310,,389,,341 ,309 
TL811,Computing with Games Development,322,,342,,358,,,,334 ,310 
TL815,Computing (Degree Award options),307,,453,,308,,360,,378 ,308 
TL823,Event Management (3 year programme),293,,369,,299,,369,,346 ,291 
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306,,408,,306,,381,,372 ,307 
TL842,Construction Management,,,0,,,,,,,
TL844,Agricultural Engineering,301,,392,,300,,373,,368 ,311 
TL845,Civil Engineering,361,,395,,325,,413,,364 ,300 
TL847,Manufacturing Engineering,305,,338,,302,,368,,,
TL848,Agricultural Science,307,,367,,308,,380,,362 ,331 
TL851,Wildlife Biology (Degree Award options),309,,400,,309,,383,,362 ,310 
TL855,Pharmaceutical Science (Degree Award options),316,,419,,317,,369,,386 ,342 
TL858,Veterinary Bioscience,317,,402,,308,,393,,369 ,326 
TL871,Health and Leisure (Degree Award options),303,,389,,300,,379,,346 ,303 
TL872,Health and Leisure with Massage,314,,381,,309,,408,,357 ,288 
TL873,Coaching and Sports Performance,308,,371,,289,,329,,336 ,282 
TL874,Inclusive Sport and Physical Activity,341,,476,,,,,,,
TL880,Early Childhood Care and Education,309,,369,,307,,349,,347 ,307 
TL881,Social Care,301,,377,,308,,362,,356 ,308 
TL889,Counselling with Addiction - Mature applicants only,,,0,#,,,,#,,# 
TL890,General Nursing and Mature Applicants,463,,484,,440,414,441,,431 ,407 
TL891,Mental Health Nursing and Mature Applicants,440,419,430,,389,378,399,,379 ,367* 
WD001,Applied Computing (options),270,261,423,,260,260,413,,358 ,279 
WD002,Science (options),279,,388,,308,,388,,377 ,302 
WD003,Business,AQA,AQA,367,,AQA,171,372,,,
WD005,Health Sciences (options),271,,368,,280,,338,,347 ,288 
WD006,Exercise Sciences (options),270,,357,,280,,359,,337 ,282 
WD007,Engineering (options),270,270,432,,288,288,409,,382 ,287 
WD010,Electronic Engineering,419,,531,,181,,318,,,
WD011,Mechanical Engineering,170,,338,,198,,341,,,
WD013,Legal Studies,AQA,206,376,,177,,367,,,
WD018,Applied Social Care,181,,326,,171,,293,,,
WD019,Recreation and Sport Management,AQA,AQA,304,,174,,309,,,
WD025,Construction Management and Engineering,262,,357,,269,,341,,327 ,269 
WD027,Music,321,,437,#,262,,409,#,317 ,#290 
WD048,Business (options),279,,387,,271,,371,,357 ,278 
WD076,Forestry,216,,370,,243,,326,,,
WD084,Accounting,308,,476,,308,,411,,403 ,307 
WD091,Hospitality Management,225,,337,,228,,310,,281 ,210 
WD094,Architectural Technology,176,,391,,166,150,351,,,
WD096,Horticulture (Waterford - Kildalton),226,,371,,260,,389,,,
WD097,Horticulture (Dublin - National Botanic Gardens),223,,434,,AQA,,408,,,
WD116,General Nursing,446,,473,,422,,451,,430 ,413 
WD117,Psychiatric Nursing,415,,430,,366,,388,,382 ,361 
WD120,Intellectual Disability Nursing,390,,404,,377,,388,,359 ,338 
WD126,Agriculture,328,,441,,327,,430,,,
WD134,International Business,267,,368,,290,,362,,350 ,289 
WD137,Design (Visual Communications),252,,360,,271,,351,,373 ,253 
WD140,Laws,280,,394,,280,,367,,352 ,290 
WD144,Architecture,309,,401,,284,,359,,385 ,283 
WD147,Pharmaceutical Science,288,,402,,293,,390,,363 ,298 
WD150,Criminal Justice Studies,280,,359,,270,,331,,311 ,271 
WD151,Software Systems Development,165,,373,,AQA,AQA,356,,,
WD152,Visual Art,243,,359,,AQA,,317,,323 ,253 
WD153,Multimedia Applications Development,195,,356,,163,,353,,,
WD155,Information Technology,195,,379,,211,,338,,,
WD159,Business,191,,409,,195,,388,,,
WD161,Computer Forensics and Security,270,,347,,255,,380,,401 ,262 
WD162,Quantity Surveying,226,,337,,216,,306,,320 ,260 
WD163,Psychology,456,,487,,434,,473,,429 ,390 
WD164,Food Science with Business,328,,453,,309,,440,,,
WD172,Culinary Arts,AQA,AQA,329,,AQA,AQA,301,,,
WD173,Hospitality Studies,158,,320,,AQA,,310,,,
WD174,Tourism,AQA,,320,,AQA,,226,,,
WD175,Pharmaceutical Science,224,,409,,226,,392,,,
WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",205,455,453,,222,,473,,,
WD182,Electrical Engineering,AQA,,363,,AQA,,302,,,
WD184,Retail Management,190,,337,,163,,346,,,
WD186,Sports Coaching and Performance,261,,358,,270,,344,,327 ,276 
WD187,Social Science,276,,367,,272,,348,,321 ,271 
WD188,Applied Health Care,220,,402,,201,,349,,,
WD191,Agricultural Science,377,,434,,377,,420,,421 ,378 
WD192,Social Care Practice,271,,336,,270,,326,,323 ,279 
WD193,Marketing and Digital Media,279,,358,,271,,347,,358 ,290 
WD194,Culinary Arts,237,,321,,217,,321,,331 ,235 
WD195,Architectural and Building Information Modelling Technology,279,,367,,279,,367,,305 ,266 
WD200,Arts (options),201,201,376,,AQA,AQA,336,,296 ,221 
WD205,Molecular Biology with Biopharmaceutical Science,AQA,262,434,,228,,446,,,
WD206,Electronic Engineering,180,,367,,179,,373,,,
WD207,Mechanical Engineering,172,,356,,198,,365,,,
WD208,Manufacturing Engineering,317,,368,,188,,339,,,
WD210,Software Systems Development,260,,373,,279,,337,,329 ,271 
WD211,Creative Computing,270,,392,,271,,318,,322 ,275 
WD212,Recreation and Sport Management,262,,304,,270,,349,,311 ,274 
WD230,Mechanical and Manufacturing Engineering,230,230,361,,253,,369,,348 ,273 
WD231,Early Childhood Care and Education,266,,366,,,,,,,
WD232,Business Information Systems,261,261,329,,,,,,,
AL600,Software Design,,,,,AQA,,279,,,
AL601,Computer Engineering,,,,,AQA,219,192,,,
AL602,Mechanical Engineering,,,,,AQA,,424,,,
AL604,Civil Engineering,,,,,AQA,AQA,244,,,
CI001,Counselling Skills and Psychotherapy Studies,,,,,300,,440,,,
CI002,Counselling Skills and Addiction Studies,,,,,309,,367,,,
CI005,Counselling Skills and Youth Studies,,,,,306,302,451,,,
CR126,Popular Music: Drums at CIT Cork School of Music,,,,,801,,940,#,1043 ,#878 
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,,,,,838,768,978,#,761 ,#584 
CR128,Popular Music: Keyboards at CIT Cork School of Music,,,,,840,,881,#,1009 ,#839 
CR129,Popular Music: Voice at CIT Cork School of Music,,,,,841,,966,#,927 ,#857 
CT110,Computing in Information Technology,,,,,210,,400,,,
CT116,Information Technology,,,,,219,,263,,,
DB516,Financial Services,,,,,,,,,336 ,328 
DC201,Common Entry into Science (Undenominated Entry),,,,,498,488,499,,477 ,454 
DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",,,,,430,,473,,,
DK860,Music (audition),,,,,532,532,634,#,649 ,#499 
DL821,"English, Media and Cultural Studies",,,,,212,212,347,,317 ,211 
DL828,"3D Design, Modelmaking and Digital Art",,,,,506,,920,#,866 ,#691 
DL829,Design for Stage and Screen (Costume Design),,,,,593,,947,#,1021 ,#817 
DL830,Design for Stage and Screen (Character Makeup Design),,,,,939,,968,#,953 ,#879 
DL831,Design for Stage and Screen (Production Design),,,,,781,,1026,#,1073 ,#893 
DL834,Film and Television Production,,,,,990,,1040,#,1011 ,#933 
DN252,Dairy Business,,,,,410,,455,,428 ,398 
DN253,Agri - Environmental Sciences,,,,,418,,443,,419 ,403 
DN271,Forestry,,,,,311,,359,,361 ,303 
DN272,"Horticulture, Landscape and Sportsturf Management",,,,,297,282,378,,312 ,252 
DS603,Computing and Multimedia (Level 6 - Certificate),,,,,,,523,,,
GC305,International Hospitality Management,,,,,253,253,253,,327 ,327 
GC306,International Hospitality Management,,,,,253,253,253,,,
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,,,,409,,456,,397 ,330 
GY112,Arts with Film Studies,,,,,321,,399,,370 ,338 
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,,,,350,,397,,346 ,309 
GY121,Arts (Children`s Studies),,,,,356,,419,,389 ,356 
GY124,Arts (Arts with Data Science),,,,,454,,490,,466 ,434 
GY126,Arts (English and Media Studies),,,,,391,,462,,451 ,418 
GY131,Arts (History and Globalisation Studies),,,,,360,,440,,431 ,340 
LC257,Interior Design,,,,,264,,378,,,
LC401,Early Childhood Education and Care,,,,,297,,298,,387 ,298 
LC414,Data Analytics and Cyber Security,,,,,236,,336,,,
LC428,Environmental Science and Agriculture,,,,,278,,429,,,
LC432,Early Childhood Education and Care,,,,,144,,367,,,
LC434,Environmental Science and Agriculture,,,,,297,,349,,347 ,278 
LC603,Early Childhood Education and Care,,,,,147,,327,,,
LC605,Business,,,,,195,,418,,,
LC613,Early Childhood Education and Care,,,,,242,,327,,388 ,346 
MH405,Equine Business,,,,,357,,408,,398 ,357 
SG142,Business in International Marketing and Languages (French),,,,,279,,386,,388 ,270 
SG144,Business in International Marketing and Languages (Spanish),,,,,270,,347,,388 ,280 
SG250,Application Design and User Experience,,,,,412,,412,,431 ,290 
SG251,Computing (Smart Technologies),,,,,327,,367,,391 ,303 
SG537,Marketing and Sales,,,,,234,,389,,,
TL620,Culinary Arts,,,,,189,189,308,,,
TL743,Agricultural Mechanisation,,,,,,,,,,
TR012,History and Political Science,,,,,555,554,578,,557 ,532* 
TR017,Law and Business,,,,,602,,613,,589 ,576 
TR020,Law and Political Science,,,,,602,,613,,600 ,567 
TR029,Political Science and Geography,,,,,526,520,533,,500 ,477 
TR082,Computer Science and Business,,,,,555,,578,,542 ,510 
TR083,Sociology and Social Policy,,,,,498,487,513,,474 ,451 
TR452,History/Sociology,,,,,529,,534,,,
TR755,Sociology/Drama Studies,,,,,#498,,543,#,,
TU601,Electronic Engineering,,,,,232,,326,,,
TU602,Computer Engineering,,,,,223,,330,,,
TU603,Mechanical Engineering,,,,,197,197,299,,,
TU653,Computing (Information Technology),,,,,245,,357,,,
TU671,Business,,,,,226,,403,,,
TU672,Business (Common entry),,,,,180,179,274,,,
TU707,Electronic Engineering,,,,,224,224,361,,,
TU710,Engineering Reliability Management,,,,,244,,305,,,
TU712,Sustainable Energy and Environmental Engineering,,,,,180,180,332,,,
TU715,Engineering Software,,,,,181,181,391,,,
TU718,Mechanical Engineering,,,,,198,198,338,,,
TU732,Timber Product Technology,,,,,253,198,372,,,
TU759,Information Technology Management,,,,,211,,330,,,
TU771,Business,,,,,224,,392,,,
TU774,Management,,,,,195,209,327,,,
TU775,Accounting and Finance,,,,,260,,465,,,
TU776,Accounting and Finance,,,,,182,175,337,,,
TU777,Business and Information Technology,,,,,244,,352,,,
TU778,International Business,,,,,224,,423,,,
TU779,International Business,,,,,180,180,368,,,
TU783,Marketing,,,,,189,189,360,,,
TU793,Early Childhood Care and Education,,,,,220,,386,,,
TU794,Early Childhood Care and Education,,,,,390,250,376,,,
TU803,Electronic Engineering,,,,,243,243,337,,,
TU806,Sustainable Energy Engineering,,,,,262,,318,,,
TU808,Engineering Software,,,,,260,260,339,,,
TU809,Mechanical Engineering,,,,,235,,347,,,
TU813,Automation Engineering,,,,,218,218,339,,,
TU873,Industrial Mathematics,,,,,250,250,392,,,
TU901,Business,,,,,270,,307,,,
TU908,Management,,,,,262,253,337,,,
TU909,Accounting and Finance,,,,,285,,326,,,
TU911,Accounting and Finance,,,,,209,192,319,,,
TU913,Business and Information Technology,,,,,252,,299,,,
TU915,International Business,,,,,252,,302,,,
TU916,International Business,,,,,235,235,337,,,
TU923,Marketing Management,,,,,228,276,318,,,
TU966,Languages and English Studies,,,,,366,,466,,,
TU971,Contemporary Visual Culture,,,,,290,,320,,,
TU972,Creative and Cultural Industries,,,,,281,,369,,,
TU986,Print Media Technology and Management,,,,,289,,300,,,
TU993,Early Childhood Care and Education,,,,,270,,311,,,
TU994,Early Childhood Care and Education,,,,,321,251,304,,,
WD139,Civil Engineering,,,,,206,,379,,,
WD149,Early Childhood Studies,,,,,271,,368,,336 ,288 
AL853,Accounting and Law,,,,,,,,,320 ,305 
CW178,Sport Science (options),,,,,,,,,424 ,399 
CK116,Sports Studies and Physical Education,,,,,,,,,520 ,499 
CK502,Food Marketing and Entrepreneurship,,,,,,,,,456 ,433 
CK506,International Development and Food Policy,,,,,,,,,410 ,367 
DC005,Education - Primary Teaching - Irish Sign Language,,,,,,,,,316 ,#316 
DC167,Physics with Astronomy,,,,,,,,,477 ,434 
DC171,Applied Physics,,,,,,,,,433 ,402 
DC173,Physics with Biomedical Sciences,,,,,,,,,458 ,402 
DT001,Product Design,,,,,,,,,464 ,433 
DT028,Transport Operations and Technology,,,,,,,,,348 ,279 
DT035,Electrical Services and Energy Management,,,,,,,,,340 ,293 
DT066,Engineering (General Entry),,,,,,,,,457 ,400 
DT101,Architecture (test and interview),,,,,,,,,647 ,#618 
DT106,Planning and Environmental Management,,,,,,,,,337 ,312 
DT110,Property Economics (Valuation Surveying),,,,,,,,,424 ,367 
DT111,Quantity Surveying and Construction Economics,,,,,,,,,421 ,391 
DT112,Geographic Science,,,,,,,,,335 ,287 
DT117,Construction Management,,,,,,,,,373 ,356 
DT175,Architectural Technology,,,,,,,,,425 ,388 
DT201,Science (General Entry),,,,,,,,,477 ,464 
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,,,,,,,403 ,341 
DT204,Biomedical Science,,,,,,,,,512 ,501 
DT205,Mathematical Sciences,,,,,,,,,363 ,315 
DT206,Biomedical and Molecular Diagnostics,,,,,,,,,487 ,473 
DT211,Computer Science (Infrastructure),,,,,,,,,414 ,381 
DT220,Industrial Mathematics,,,,,,,,,317 ,300 
DT221,Physics with Energy and Environment,,,,,,,,,436 ,348 
DT222,Physics Technology,,,,,,,,,371 ,321 
DT223,Human Nutrition and Dietetics,,,,,,,,,566 ,553 
DT224,Optometry,,,,,,,,,529 ,487 
DT225,Public Health Nutrition,,,,,,,,,476 ,440 
DT227,Science with Nanotechnology,,,,,,,,,361 ,312 
DT228,Computer Science,,,,,,,,,466 ,451 
DT229,Clinical Measurement Science,,,,,,,,,509 ,491 
DT235,Physics with Medical Physics and Bioengineering,,,,,,,,,403 ,357 
DT282,Computer Science (International),,,,,,,,,402 ,377 
DT299,Chemical Sciences with Medicinal Chemistry,,,,,,,,,445 ,420 
DT302,Business Analytics,,,,,,,,,403 ,325 
DT304,E-Commerce in Retailing,,,,,,,,,388 ,341 
DT321,Business and Law,,,,,,,,,478 ,462 
DT341,Marketing,,,,,,,,,419 ,400 
DT343,Retail and Services Management,,,,,,,,,332 ,301 
DT354,Business Computing,,,,,,,,,341 ,322 
DT358,Logistics and Supply Chain Management,,,,,,,,,359 ,300 
DT365,Business and Management,,,,,,,,,456 ,440 
DT366,Accounting and Finance,,,,,,,,,454 ,432 
DT398,Human Resource Management,,,,,,,,,388 ,375 
DT399,Economics and Finance,,,,,,,,,465 ,437 
DT401,International Hospitality Management,,,,,,,,,337 ,300 
DT405,Culinary Science,,,,,,,,,377 ,308 
DT407,Culinary Arts,,,,,,,,,342 ,271 
DT412,Tourism Marketing,,,,,,,,,322 ,284 
DT413,Event Management,,,,,,,,,389 ,356 
DT416,Culinary Entrepreneurship,,,,,,,,,339 ,275 
DT420,Nutraceuticals in Health and Nutrition,,,,,,,,,432 ,392 
DT421,Food Innovation,,,,,,,,,366 ,321 
DT422,Pharmaceutical Healthcare,,,,,,,,,423 ,397 
DT491,Environmental Health,,,,,,,,,380 ,343 
DT501,Music,,,,,,,,,520 ,#383 
DT504,Film and Broadcasting,,,,,,,,,467 ,443 
DT506,Commercial Modern Music,,,,,,,,,835 ,#468 
DT508,Game Design,,,,,,,,,454 ,403 
DT517,Languages and English Studies,,,,,,,,,419 ,326 
DT518,Languages and International Tourism,,,,,,,,,357 ,307 
DT529,Drama (Performance),,,,,,,,,519 ,#371 
DT532,Law (LL.B.),,,,,,,,,441 ,422 
DT533,Contemporary Visual Culture,,,,,,,,,,# 
DT544,Interior Design,,,,,,,,,866 ,#552 
DT545,Design - Visual Communication,,,,,,,,,897 ,#667 
DT546,Fine Art,,,,,,,,,813 ,#668 
DT555,International Business and Languages,,,,,,,,,399 ,353 
DT559,Photography,,,,,,,,,926 ,#700 
DT571,Social Care,,,,,,,,,424 ,394 
DT572,Early Childhood Education,,,,,,,,,403 ,385 
DT582,Journalism,,,,,,,,,373 ,347 
DT596,Print Media Technology and Management,,,,,,,,,311 ,252 
DT597,Creative and Cultural Industries,,,,,,,,,369 ,280 
DL835,Creative Media Technologies,,,,,,,,,289 ,237 
